,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,SUM  Completed,Labs,Lab Size,nPublications,Other Journals,University,Career Duration,Degree Area,degree,Latitude,Longitude,UndergradStudentCount,ranking,students staff ratio,perc intl students,near_city,crime_index,safety_index
405,"S. Jeyaseelan, S.L. Hsuan, M.S. Kannan, B. Walcheck, J.F. Wang, M.E. Kehrli, E.T. Lally, G.C. Sieck, and S.K. Maheswaran",Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69583, doi: 10.1371/journal.pone.0069583",10.1016/j.cyto.2011.08.017,2013,IAI,,,,,Duplicated and mirrored blot,1,9/16/2016,,,,1,,,2 1 1 2 3 2 2 1 2 1 8 2 7 2 1 2 1 , ,University of Minnesota,5,"Laboratory of Lung Biology, Department of Pathobiological Sciences and Center for Experimental Infectious Disease Research",Phd,,,19908.0,,11.4,,,68.89,67.29
406,"Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto",Aspirin Delimits Platelet Life Span by Proteasomal Inhibition,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012",10.1186/gb-2013-14-10-r121,2008,06June,,1.0,,1,shifted GAPDH panels,1,01/15/2016,,1.0,,1,,,1 0 4 0 0 0 1 1 6 0 5 ,PLOS ONE  ,Indiana University School of Medicine,15,"INSERM U 427, Faculté des Sciences Pharmaceutiques et Biologiques de Paris",,,,,6.0,,,"Boston, MA, United States",,46.16
407,"Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma",Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Responsible for the Enhanced Production of Stearate-Rich Storage Lipid in Candida tropicalis SY005,Cytokine 42 (2008) 198ï¿½204,10.1155/2013/467245,2009,01January,,,1.0,1,"Two sets of duplicated blot panels, one rotated",1,9/12/2016,,,,1,,,1 1 0 1 0 1 2 0  ,PLOS ONE PLOS ONE PLOS Genetics PLOS Biology PLOS Computational Biology PLOS ONE PLOS ONE PLOS ONE PLOS Pathogens PLOS Biology PLOS ONE PLOS Medicine PLOS Neglected Tropical Diseases PLOS Computational Biology PLOS ONE PLOS Pathogens PLOS Genetics PLOS ONE PLOS ONE ,American University of Beirut,7,Mikrobiologisches Institut,Doctor,,,,,,,,73.85,
408,"Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner",Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases,"Int. J. Cancer: 132, 1940ï¿½1953 (2013)",10.1016/j.ccr.2013.12.007,2013,IAI,,,1.0,,"Shifted blots, representing different proteins",1,,,,,1,,10.0,0 5 0  0 4 4 ,PLOS ONE PLOS Neglected Tropical Diseases PLOS Genetics PLOS Pathogens PLOS ONE PLOS Computational Biology PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE PLOS Pathogens PLOS ONE PLOS Genetics PLOS ONE PLOS ONE  ,Universidad de Chile,15,"Departments of Medicine, Biochemistry and Molecular Biology",PhD,,,,,,,"Brooklyn, NY, United States",55.18,48.27
409,"Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e68296, doi:10.1371/journal.pone.0068296",10.1371/journal.pone.0069134,2008,,,1.0,1.0,1,Duplicated microscopy images,1,,,,,1,,28.0,0 1 1  ,PLOS ONE PLOS ONE PLOS Medicine PLOS ONE PLOS ONE PLOS ONE PLOS ONE  ,University of Milan,21,"Laboratory of Tumor Biology, Angiogenesis and Nanomedicine Research",,,,,21.0,16.6,,"Minneapolis, MN, United States",73.85,48.52
410,"Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen",Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells,"PLOS Pathogens, January 2013 | Volume 9 | Issue 1 | e1003114",10.1016/j.cyto.2007.04.003,2005,IAI,,,1.0,1,"Duplicated FACS plots, multiple cases",1,,,1.0,1.0,1,,,0 0 0  ,PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE ,Zhang Zhongjing College of Chinese Medicine,7,Department of Microbiology and Molecular Genetics,PhD,,,,877.0,,26%,"Beijing, China",64.06,
411,"Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,Lung Cancer 73 (2011) 302ï¿½309,10.1128/IAI.01165-12,2012,01January,,1.0,1.0,,shifted GAPDH panels,1,9/16/2016,,1.0,1.0,1,"Mikrobiologisches Institut, Universitätsklinikum Erlangen, Erlangen, Germany",,5 1 16 1 8 4  ,PLOS ONE PLOS Computational Biology PLOS ONE PLOS ONE PLOS Computational Biology PLOS ONE  ,Asahikawa Medical College,4,"Department of Veterinary Biosciences, College of Veterinary Medicine",,,,,,,31%,"New Orleans, LA, United States",29.29,53.13
412,"S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu",Functional EF-Hands in Neuronal Calcium Sensor GCAP2 Determine Its Phosphorylation State and Subcellular Distribution In Vivo and Are Essential for Photoreceptor Cell Integrity,"Cancer Cell 23, 784ï¿½795, June 10, 2013",10.1128/JCM.41.6.2341-2347.2003,2013,01January,,,,,Mirrored microscopy image,1,8/8/2016,,1.0,1.0,1,,,0 0 0  , ,Kyung Hee University,7,"CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology",,,,,,,6%,"Beijing, China",73.85,69.64
413,"Min-Hee Cho, Hae-Jeong Ahn, Hyun-Joon Ha, Jungchan Park, Jeong-Hoon Chun, Bong-Su Kim, Hee-Bok Oh, and Gi-eun Rhie",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,"J. Clin. Microbiol. 2004, 42(2):665",10.3892/ijo.2012.1741,2011,,,,,,"duplicated blot, shifted microscopy",1,7/1/2015,,1.0,1.0,1,,,0 0 0 0 0  ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Universiti Teknologi MARA,9,"Department of Medicine, United Christian Hospital",Doctor,,,,,4.8,23%,"Columbus, OH, United States",32.66,54.16
414,"Niyas Kudukkil Pulloor, Sajith Nair, Aleksandar D. Kostic, Pradeep Bist, Jeremy D. Weaver, Andrew M. Riley, Richa Tyagi, Pradeep D. Uchil, John D. York, Solomon H. Snyder, Adolfo Garcï¿½__a-Sastre, Barry V. L. Potter, Rongtuan Lin, Stephen B. Shears, Ramnik J. Xavier, Manoj N. Krishnan",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"Environmental Microbiology (2012) 14(10), 2788ï¿½2799",10.1371/journal.pgen.1004121,2013,01January,,,,,"Reused lanes, possibly duplicated lanes",1,,,1.0,1.0,1,,,0 0 0 3 0 0 0 9 ,PLOS ONE PLOS ONE PLOS ONE  PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Tulane University,5,"Department of Enzymology, A.N. Belozersky Institute of Physico-Chemical Biology",,,,,,,,"Cambridge, United Kingdom",63.77,74.23
415,"Doblin Sandai, Yin Zhikang, Laura Selway, David Stead, Janet Walker, Michelle D. Leach, Iryna Bohovych, Iuliana V. Ene, Stavroula Kastora, Susan Budge, Carol A. Munro, Frank C. Odds, Neil A. R. Gow, and Alistair J. P. Brown","Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo","Infect. Immun. Mar. 2010, p. 994ï¿½1003 Vol. 78, No. 3",10.1073/pnas.1108537109,2013,mBio,,1.0,1.0,1,Mirrored blot,1,,1.0,1.0,,1,,,50 3 0 5 2 ,PLOS ONE PLOS ONE PLOS ONE  ,University of Minnesota,13,Zhang Zhongjing College of Chinese Medicine,,,,,124.0,,,"Washington, DC, United States",25.77,85.68
416,"Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg",Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo,"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049",10.1371/journal.pone.0090318,2013,IAI,,,,,"Duplicated FACS panel, gated differently",1,11/9/2015,,,1.0,1,,13.0,50 2 0 0 ,PLOS Genetics PLOS Genetics PLOS ONE PLOS Genetics PLOS Biology PLOS Genetics PLOS Genetics PLOS Genetics PLOS ONE PLOS Genetics PLOS Genetics PLOS Genetics PLOS Genetics PLOS Genetics PLOS ONE PLOS Genetics PLOS Genetics PLOS Genetics PLOS ONE PLOS Genetics PLOS ONE PLOS Genetics PLOS Genetics PLOS Biology PLOS ONE PLOS Computational Biology PLOS Biology PLOS Genetics ,Chonnam National University,11,"Laboratory of Lung Biology, Department of Pathobiological Sciences and Center for Experimental Infectious Disease Research",,,,,,,23%,"Tel Aviv-Yafo, Israel",49.13,63.09
417,"Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen",cDNA cloning and functional analysis of goose interleukin-2,"Lung Cancer (2006) 53, 263ï¿½271",10.1073/pnas.1108537109,2003,IAI,,1.0,,,Duplicated microscopy images,1,5/6/2015,,1.0,,1,"Department of Radiation Medicine, Institute of Modern physics, Chinese Academy of Sciences, Lanzhou, China",,0 0 0 0 0  ,PLOS ONE PLOS ONE  PLOS ONE PLOS Computational Biology PLOS ONE PLOS Pathogens PLOS ONE ,M.V. Lomonosov Moscow State University,21,Mikrobiologisches Institut,,,-97.071738,,112.0,,13%,"Dublin, Ireland",45.3,59.65
418,"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis,"Oncogene (2015) 34, 826ï¿½837",10.1186/bcr3441,2014,,,,,1,"Duplicated panel, different exposure?",1,3/3/2016,,1.0,,1,,,0 1  0 0 0 0  ,PLOS ONE PLOS ONE PLOS ONE PLOS Pathogens PLOS Genetics  ,University of Cambridge,14,"Department of Pathophysiology, School of Pharmacy and Biochemistry",,,,,336.0,13.0,22%,"Beijing, China",61.2,66.64
419,"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy,"PLOS One, January 2013 | Volume 8 | Issue 1 | e53510",10.1155/2013/467245,2012,05May,,,,,"duplicated, shifted, rotated blot strips/lanes",1,7/22/2014,,,,1,,,2 0 0 ,PLOS Biology  ,Advanced Technology Development Centre,7,Department of Tropical Medicine,PhD,,,,,12.8,,,65.57,54.7
420,"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher",Effects of ethanol on monosodium urate crystal-induced inflammation,"Int. J. Cancer: 133, 2650ï¿½2661 (2013)",10.1371/journal.pone.0092066,2000,,,,1.0,1,duplicated/reused actin blot panels,1,9/28/2016,,1.0,,1,"Department of Microbiology, Laboratory of Mycotoxins and Toxigenic Fungi, University of São Paulo, São Paulo, São Paulo, Brazil",,3  4 ,PLOS ONE PLOS ONE PLOS Computational Biology  PLOS Computational Biology PLOS ONE PLOS Computational Biology PLOS ONE PLOS Computational Biology PLOS ONE PLOS ONE  ,Osaka University,21,"Department of Veterinary Physiology and Pharmacology, Texas A&M University",,,,,,9.8,,"Taipei, Taiwan",30.92,
421,"Jianuo Liu,  Peng Xu, Cory Collins, Han Liu, Jingdong Zhang, James P. Keblesh, Huangui Xiong","Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale","Infect. Immun. Feb. 2011, p. 895ï¿½904 Vol. 79, No. 2",10.1371/journal.pgen.1003094,2012,IAI,,1.0,,,duplicated western blot panels,1,10/17/2014,,1.0,,1,,,0 0 0 ,PLOS Pathogens PLOS ONE  ,Advanced Technology Development Centre,13,Crete Veterinary Clinic,,,,,,,,"Portland, OR, United States",25.77,66.64
422,"Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,"Infect. Immun. Mar. 2005, p. 1386ï¿½1398 Vol. 73, No. 3",10.1002/ijc.28280,2005,,,,1.0,,"Identical microscopy panels, might be error",1,6/6/2016,,1.0,1.0,1,,29.0,2  7 2 4 9 1 10 , ,The University of Texas M. D. Anderson Cancer Center,12,"Breast Disease Center, Southwest Hospital",PhD,,,,,,13%,,49.75,53.13
423,"Ellen J. Beswick, Irina V. Pinchuk, Kyle Minch, Giovanni Suarez, Johanna C. Sierra, Yoshio Yamaoka, and Victor E. Reyes",Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway,Cytokine 35 (2006) 67ï¿½76,10.1155/2014/640857,2003,IAI,,1.0,1.0,,Duplicated blot,1,,,1.0,,1,,,2 1 3 0 2 1 3 ,PLOS ONE PLOS Pathogens PLOS ONE PLOS ONE PLOS ONE ,IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.),10,Blood Transfusion Centre of Slovenia,,,,,,,11%,"Tel Aviv-Yafo, Israel",32.86,65.68
424,"Kelei Zhao, Xin Deng, Chuan He, Bisong Yue, and Min Wu",Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens,Cytokine 63 (2013) 1ï¿½5,10.1128/IAI.68.1.72-79.2000,2005,04April,,,1.0,1,"Duplicated blot strips, stretched",1,11/17/2016,,1.0,,1,,,0 0  ,PLOS ONE PLOS ONE PLOS Pathogens PLOS ONE PLOS Neglected Tropical Diseases PLOS Genetics PLOS ONE PLOS Biology PLOS ONE PLOS ONE PLOS Pathogens PLOS Neglected Tropical Diseases PLOS Medicine PLOS ONE PLOS Genetics PLOS ONE PLOS Computational Biology PLOS Genetics PLOS Biology PLOS Pathogens PLOS ONE PLOS Biology PLOS ONE PLOS Biology PLOS ONE PLOS Neglected Tropical Diseases  ,University of Bari,11,"Center for Microbial Interface Biology, Department of Microbial Infection and Immunity",PhD,,,,929.0,16.6,,"Rennes, France",65.57,75.83
425,"Wulamu Mamuti, Hiroshi Yamasaki, Yasuhito Sako, Minoru Nakao, Ning Xiao, Kazuhiro Nakaya, Naoki Sato, Dominique A. Vuitton, Renaud Piarroux, Marshall W. Lightowlers, Philip S. Craig, and Akira Ito",Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ï¿½ï¿½six-mixï¿½ï¿½ amphiboles and subsequent activation of BEAS-2B cells,"BioMed Research International Volume 2013, Article ID 210604",10.1128/IAI.73.3.1754ï¿½1763.2005,2014,,,1.0,,,Mirrored microscopy image,1,9/22/2016,,1.0,,1,"Advanced Laboratory for Plant Genetic Engineering, Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, Kharagpur, India",,20 1 0 1 2 50 2 13  ,PLOS ONE  PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE ,University of Bath,15,Department of Pathophysiology,,,,,,8.4,,"Houston, TX, United States",29.9,67.25
426,"Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang",Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Bound Bzip Transmembrane Transcription Factor CREBH,"Science 339, 1092 (2013)",10.1371/journal.pone.0057285,2014,01January,,1.0,1.0,,Duplicated blot,1,,,,,1,,,0 2 0 0 0  ,PLOS ONE  PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE ,Academy of Sciences of the Czech Republic,12,"Rutgers Cancer Institute of New Jersey, Rutgers",,47.921654,-95.395743,,,,,"Hong Kong, Hong Kong",39.74,48.52
427,"Xianqiong Zou, Brent S. Sorenson, Karen F. Ross, and Mark C. Herzberg",The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__,"Nature, Vol. 454, 24 July 2008, page 528",10.1186/1471-2180-13-113,2012,,,1.0,1.0,,"Duplicated blot panels, different exposure",1,,,,1.0,1,,,1 2 2 1 ,PLOS ONE PLOS ONE PLOS ONE ,Osaka University,13,"Department of Radiation Oncology, Nanfang Hospital",,,,,300.0,,38%,"Incheon, South Korea",51.73,
428,"Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa",Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066",10.1016/j.cyto.2008.06.007,2012,,1.0,,,,"Duplicated blot strips, two cases",1,01/15/2016,,1.0,,1,"Department of Genetics, Washington University School of Medicine, St. Louis, Missouri, United States of America",,0 4 18 0 2  ,PLOS ONE PLOS Biology PLOS Genetics PLOS Pathogens PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE  ,Sun Yat-sen University,9,College of Veterinary Medicine,PhD,,,,,,,"Newcastle, Australia",44.06,54.99
429,"Chuan Li, Cheng Wang, Lingxue Meng, Jiewen Xing, Tianya Wang, Hua Yang, Yingyin Yao, Huiru Peng, Zhaorong Hu, Qixin Sun, Zhongfu Ni","Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells","BMC Microbiology 2013, 13:113",10.1186/1471-2180-13-113,2014,,,,1.0,,Overlapping microscopy images,1,1/6/2016,,,,1,,,20 1 0 1 2 50 2 13  ,PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE  ,Baylor College of Medicine,11,Divisiont of Urology,,,,31185.0,,,,,38.84,48.27
430,"Gail Doughton, Jun Wei, Nicolas Tapon, Melanie J. Welham, Andrew D. Chalmers",Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells,"Science 325, 1254 (2009)",10.1128/IAI.00156-09,2014,06June,,1.0,,,multiple duplicated microscopy images,1,,,1.0,,1,"Division of Cardio-Vascular Medicine, Department of Internal Medicine, Kurume University School of Medicine, Fukuoka, Japan",14.0,1 1 1 0 1 7 3 9 6   , ,Université de Strasbourg-CNRS,12,School of Life Sciences,,,,,86.0,11.0,,"Cambridge, United Kingdom",40.54,
431,"Jianming Chen, Julian I. Rood, and Bruce A. McClane",The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation,"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e57285, doi:10.1371/journal.pone.0057285",10.1371/journal.pone.0103868,2013,,,1.0,,,overlapping microscopy images,1,,,1.0,,1,"Bellvitge Biomedical Research Institute (IDIBELL), Barcelona, Spain",,6 2 2 13 19  9 7 50 0 4 6 3 4 19 ,PLOS ONE PLOS ONE  ,Chinese Academy of Agricultural Sciences,10,Department of Pharmacology,,,,,112.0,,,"Charlotte, NC, United States",37.16,69.64
432,"Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, and Robert Bortolussi",Aspirin Delimits Platelet Life Span by Proteasomal Inhibition,Cytokine 44 (2008) 33ï¿½43,10.1038/onc.2014.404,2014,,,1.0,,,"Duplicated blot panels, shifted",1,5/12/2016,,1.0,,1,"Department of Biochemistry and Molecular Biology, School of Medicine and Health Sciences, University of North Dakota, Grand Forks, North Dakota, USA",,3 4 10 2 5   , PLOS ONE PLOS ONE  ,National Cheng-Kung University,13,Bellvitge Biomedical Research Institute (IDIBELL),,43.075409,,33715.0,,,,"Lucknow (Lakhnau), India",34.32,26.15
433,"Bo Gao, Qiang Huang, Yan-Shui Lin, Bo-Yuan Wei, Yun-Shan Guo, Zhen Sun, Long Wang, Jing Fan, Hong-Yang Zhang, Yue-Hu Han, Xiao-Jie Li, Jun Shi, Jian Liu, Liu Yang, Zhuo-Jing Luo",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013",10.1016/j.ccr.2013.04.019,2013,IAI,1.0,,,,duplicated (negative) western blot,1,,1.0,,,1,"Neurophysiology Laboratory, Department of Pharmacology and Experimental Neuroscience, University of Nebraska Medical Center, Omaha, Nebraska, United States of America",6.0,1 0 0 0 0  , PLOS ONE   ,University of California,20,Second Department of Internal Medicine,,43.075409,,,,,,"Anchorage, AK, United States",31.66,68.34
434,"Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov","Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway","Nature, 2011 Oct 19;480(7375):94-8",10.1371/journal.pone.0084982,2014,IAI,,,,,overlapping microscopy images,1,11/24/2016,,,,1,,,2  7 2 4 9 1 10 ,PLOS ONE PLOS Medicine PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS Medicine PLOS Genetics PLOS ONE PLOS ONE PLOS ONE  ,Medical University of South Carolina,14,Department of Genetics,,,,,,,,"Salt Lake City, UT, United States",45.77,56.58
